mmer1	mmer2
2	182
121	190
51	168
86	168
108	156
71	186
64	164
70	161
8	187
141	176
81	163
104	176
95	151
134	178
111	165
40	183
103	164
1	195
114	185
13	166
61	152
138	163
9	193
13	161
50	181
110	192
76	151
58	155
133	198
144	159
122	197
127	160
133	192
21	191
105	153
3	161
59	172
29	197
34	173
80	159
78	191
125	183
83	199
30	186
143	163
7	173
5	182
44	180
67	154
140	194
49	175
35	157
100	193
22	195
48	183
65	158
0	190
62	197
76	189
91	153
97	175
100	199
115	150
145	176
64	160
29	184
149	157
99	160
24	188
112	183
86	197
47	155
31	188
25	185
73	188
59	157
51	167
80	159
38	192
68	171
27	166
111	196
139	155
23	171
41	154
142	160
142	179
46	195
106	180
118	199
14	195
102	164
35	191
145	198
123	174
128	188
109	177
121	172
128	177
55	161
134	157
0	175
77	193
78	193
143	180
139	175
131	176
140	154
37	165
45	196
146	191
27	154
11	178
36	170
75	167
30	152
119	199
19	198
97	158
53	159
98	172
25	169
9	176
107	152
74	157
79	163
41	152
99	161
148	175
32	198
117	185
34	170
2	160
147	156
115	184
57	182
73	193
21	186
105	197
114	199
123	166
107	171
69	195
17	150
20	166
109	171
37	150
85	180
10	157
103	190
126	170
113	189
129	198
132	162
95	156
12	162
24	170
72	151
117	172
5	177
45	174
113	151
126	196
81	187
87	185
83	159
120	158
119	155
49	180
102	178
68	177
66	173
70	153
122	179
6	156
11	192
54	179
136	177
130	199
58	167
101	172
96	187
4	170
89	187
3	150
46	194
91	150
7	163
43	154
38	182
15	158
75	184
110	168
74	171
6	192
52	159
16	173
141	169
98	181
77	182
147	174
63	189
69	172
132	153
28	196
33	196
72	181
36	178
89	173
52	178
84	190
55	162
135	197
33	186
48	155
62	190
57	154
12	151
47	158
26	165
22	167
23	181
136	186
148	174
106	194
116	188
14	170
96	184
130	185
116	169
101	168
79	165
8	191
93	153
104	167
82	168
82	164
84	179
1	167
56	189
15	184
61	165
88	178
124	189
19	169
65	175
94	162
127	189
10	166
26	174
44	190
92	152
67	198
66	176
125	194
31	184
108	163
88	183
85	179
18	156
120	150
4	164
42	181
124	185
56	192
60	187
39	183
43	194
93	193
144	162
17	169
138	165
90	171
87	160
63	161
90	168
129	151
137	174
20	196
50	187
149	188
18	166
71	152
16	179
32	162
92	156
118	177
94	155
60	186
135	173
53	164
39	181
28	194
40	153
137	158
54	169
42	180
131	195
146	191
112	182
