243	2538	200
2395	2951	200
2386	2820	200
1772	3201	200
1601	2547	200
435	2947	200
2225	2830	200
1457	2928	200
138	3351	200
2274	3305	200
2445	2888	200
2489	3191	200
1603	2782	200
1646	3476	200
348	2664	200
1353	3316	200
2316	2863	200
1835	3489	200
2215	3080	200
2347	3441	200
475	3296	200
1495	2899	200
833	2959	200
2405	2506	300
1676	2560	300
418	2891	300
1232	3453	300
760	3474	300
296	3496	300
1680	2661	300
495	3116	300
1504	3325	300
371	3018	300
2191	2973	300
2169	3208	300
608	3447	300
24	3220	300
2119	2719	300
2411	2525	300
2143	3272	300
545	2592	300
761	3265	300
1634	2972	300
2478	2816	300
63	2814	300
1594	3343	300
2288	2501	300
1972	2980	300
2344	3445	300
1475	3261	300
2322	2653	300
1738	3019	300
809	2646	300
1568	2780	300
104	2950	300
2057	3478	300
730	3002	300
2133	2685	300
2347	3053	400
161	2515	400
2076	3254	400
698	3430	400
2329	2698	400
2115	3303	400
596	3038	400
979	3426	400
1520	3436	400
2177	2783	400
1261	3453	400
1585	2689	400
1142	2859	400
1038	3334	400
1054	3455	400
1786	2688	400
652	2960	400
887	2907	400
858	2604	400
36	3136	400
2255	3092	400
1117	2857	400
643	2816	400
2338	3435	400
2497	3468	400
74	2673	400
473	2697	400
2251	2748	400
593	3148	400
1045	2683	400
1554	2674	500
623	3232	500
634	3026	500
1492	2895	500
1957	3071	500
2361	2939	500
2149	2700	500
1195	3387	500
309	2734	500
2180	2957	500
522	2668	500
1941	2656	500
1368	3059	500
2421	3036	500
247	3439	500
933	3217	500
238	3383	500
1636	2524	500
1952	3485	500
532	3440	500
78	3328	500
1441	2608	500
2410	3281	500
2125	2609	500
772	2690	500
740	3277	500
880	2780	500
2240	2607	500
386	3267	500
1318	2766	500
1717	2860	500
853	3462	500
1137	2606	500
1784	2852	500
708	3121	500
91	3154	600
1605	2682	600
1616	3231	600
1317	3415	600
2258	2714	600
1075	2649	600
657	3335	600
1545	2901	600
1036	3438	600
1302	3134	600
1287	3353	600
2429	3082	600
1763	3413	600
238	2733	600
411	3158	600
485	3164	600
1006	2781	600
1070	2887	600
568	2571	600
2121	3491	600
2341	2760	600
700	2805	600
890	2782	600
112	3350	600
2384	2795	600
1775	2585	600
756	3001	600
1087	2989	600
785	2852	600
2134	3279	600
2344	2570	600
951	3017	600
1381	2629	700
560	3231	700
494	2560	700
557	2572	700
676	3348	700
1698	3496	700
895	3059	700
2239	3287	700
1339	3432	700
1624	2581	700
1028	3021	700
72	2686	700
650	3108	700
540	2916	700
1100	2750	700
2326	3423	700
1108	2509	700
1338	2542	700
1430	2684	700
2056	3310	700
516	3224	700
1186	3315	700
1685	3146	700
183	3435	700
1019	3296	700
861	2505	700
2394	3390	700
1977	3468	700
2372	2769	700
1420	3313	700
1519	3037	800
1519	2738	800
1071	3335	800
669	3454	800
1399	3274	800
1608	2689	800
472	3450	800
263	3494	800
642	3270	800
2363	3312	800
2455	2524	800
1129	3497	800
441	3141	800
2298	2924	800
1518	2733	800
2368	3418	800
1737	2799	800
1363	3051	800
1836	2866	800
2139	2637	800
1686	3260	800
787	2795	800
732	2657	800
484	3480	800
549	2501	800
1462	3105	800
1987	2621	800
2364	3046	800
1886	2695	800
1309	2535	800
1244	2716	800
161	3095	800
574	3259	900
1962	2670	900
1221	3139	900
2230	3291	900
93	3494	900
2180	2945	900
1730	2548	900
1818	2923	900
1744	3167	900
726	2990	900
1513	3459	900
2033	2847	900
1816	3477	900
579	2910	900
1079	2838	900
542	3092	900
935	2907	900
1777	2604	900
500	2728	900
1334	2797	900
1990	3117	900
1238	3207	900
1590	2828	900
1105	3400	900
1016	3345	900
857	2722	1000
1980	3314	1000
470	2793	1000
11	2833	1000
2110	3386	1000
1471	3438	1000
32	2871	1000
1875	2689	1000
20	2762	1000
603	2908	1000
2197	2873	1000
1245	3022	1000
7	3090	1000
1011	3150	1000
1958	2837	1000
359	2916	1000
911	2626	1000
2403	3356	1000
1622	2885	1000
122	3108	1000
1303	2839	1000
2266	3262	1000
1014	3342	1000
645	2522	1000
1039	2704	1000
461	3313	1000
393	3139	1000
2449	3087	1100
2449	3105	1100
1315	3100	1100
618	3073	1100
468	3161	1100
891	2591	1100
1227	2714	1100
635	3166	1100
2272	3128	1100
1951	2990	1100
2279	3367	1100
47	2520	1100
1325	3022	1100
2296	2702	1100
1331	3333	1100
275	2705	1100
526	2544	1100
1260	3150	1100
323	2837	1100
1246	3491	1100
1259	2806	1100
974	2861	1100
1153	3401	1100
766	2576	1100
428	3117	1100
1345	3261	1100
1983	2534	1100
1484	2881	1100
403	3004	1200
1464	2790	1200
1959	3107	1200
2156	2591	1200
1815	2859	1200
2141	2598	1200
210	3436	1200
1736	2871	1200
1564	2510	1200
2461	2831	1200
1668	3058	1200
1931	3485	1200
489	3208	1200
613	3461	1200
936	2559	1200
755	2956	1200
1904	3092	1200
1238	3001	1200
2396	3322	1200
1219	2933	1200
1771	3230	1200
1771	2621	1200
1013	2843	1200
2357	3210	1200
1529	2518	1200
634	2843	1300
2369	3026	1300
2023	3004	1300
1866	2969	1300
1937	3443	1300
146	2611	1300
28	3045	1300
1527	3466	1300
995	2551	1300
1710	2630	1300
1242	3056	1300
1762	3414	1300
115	2785	1300
659	2924	1300
558	2542	1300
2473	2706	1300
185	3001	1300
317	3427	1300
300	3332	1300
2342	2540	1300
2200	3196	1300
2367	2527	1300
97	3310	1300
386	3410	1300
1898	3087	1300
2328	3053	1300
2400	2835	1300
224	2950	1300
1615	3428	1300
1708	3198	1400
725	3004	1400
815	3425	1400
1877	3452	1400
1870	2519	1400
1326	3167	1400
682	3334	1400
1176	2996	1400
590	2882	1400
1176	2928	1400
1255	2749	1400
1241	2799	1400
1177	3208	1400
600	3471	1400
644	3264	1400
372	2715	1400
1722	2710	1400
943	2505	1400
940	2624	1400
985	2854	1400
1055	2575	1400
901	3017	1400
337	2647	1400
1180	3239	1400
844	2685	1400
871	2845	1400
2386	2746	1500
1197	2603	1500
2167	3428	1500
1823	2640	1500
1926	3218	1500
2426	2514	1500
2218	2969	1500
225	2734	1500
832	3450	1500
2048	2909	1500
208	2547	1500
1257	2590	1500
29	3483	1500
1271	3065	1500
1368	3354	1500
2299	2545	1500
1924	3251	1500
2472	2798	1500
792	2832	1500
1376	2873	1500
724	3385	1500
967	3094	1500
2460	3374	1500
1005	3296	1500
783	2505	1500
422	2877	1600
1305	3225	1600
502	3269	1600
1386	2714	1600
1611	2784	1600
553	2574	1600
27	2948	1600
1190	2573	1600
1606	3429	1600
1956	3294	1600
1931	3299	1600
2447	3172	1600
2238	3272	1600
1754	2799	1600
1231	2792	1600
1335	3124	1600
1079	2930	1600
1684	2907	1600
1007	3240	1600
1669	2806	1600
824	3255	1600
771	2642	1600
2003	2628	1600
1594	2818	1600
2310	2980	1600
1574	2987	1600
1131	3283	1600
333	2877	1700
71	3284	1700
609	2593	1700
1033	2590	1700
1179	3235	1700
457	3452	1700
1518	3190	1700
123	3074	1700
2273	3022	1700
1651	3217	1700
1248	2671	1700
1429	3446	1700
821	2988	1700
306	2684	1700
476	3169	1700
592	3229	1700
2267	2841	1700
898	2985	1700
1911	3017	1700
2301	3345	1700
224	3121	1700
493	2681	1700
1068	3428	1700
678	2909	1800
1648	2886	1800
1370	2651	1800
1474	2633	1800
2253	3139	1800
1252	3278	1800
515	3125	1800
2202	3029	1800
1348	2809	1800
826	3414	1800
2088	2586	1800
56	2688	1800
1588	3309	1800
977	3281	1800
1473	3047	1800
2204	3204	1800
1995	3492	1800
271	3488	1800
768	3264	1800
2484	2618	1800
707	3206	1800
1103	2861	1800
288	3401	1800
2407	2987	1800
1488	3376	1800
375	2628	1800
452	2766	1800
718	2665	1800
338	3221	1800
972	3259	1800
166	2920	1800
618	2810	1900
70	2777	1900
116	2835	1900
1096	2603	1900
1713	3393	1900
1630	3438	1900
1723	3454	1900
2092	3308	1900
968	3465	1900
2421	2630	1900
13	2830	1900
2009	3048	1900
1940	3276	1900
202	3446	1900
1441	3328	1900
1645	2753	1900
803	3020	1900
542	2930	1900
2351	2804	1900
1448	3193	1900
50	2559	1900
861	2532	1900
1871	3077	1900
476	2540	1900
326	3410	1900
909	3087	1900
814	3230	1900
1534	3200	1900
2381	2903	1900
1635	3404	2000
1615	3361	2000
1728	2645	2000
511	2783	2000
1532	2639	2000
286	3483	2000
351	3248	2000
1639	3465	2000
2465	3273	2000
575	3466	2000
981	2802	2000
2300	2625	2000
923	3347	2000
2434	2520	2000
526	3170	2000
779	2677	2000
2415	3457	2000
1015	3051	2000
171	3030	2000
467	2754	2000
2473	2532	2000
2481	2576	2000
1912	3359	2000
423	3080	2000
862	3441	2000
2135	3041	2000
2448	2904	2000
738	2600	2100
910	2889	2100
1694	2774	2100
2049	2921	2100
2373	2929	2100
1778	2632	2100
1908	2947	2100
654	3417	2100
710	3273	2100
649	2503	2100
1106	3147	2100
425	2824	2100
986	2559	2100
1912	2856	2100
2240	3352	2100
829	3165	2100
33	2635	2100
95	2556	2100
1485	2716	2200
434	2834	2200
2122	2731	2200
1993	2942	2200
1679	2531	2200
2303	2514	2200
1878	3487	2200
342	2948	2200
2041	2880	2200
212	2785	2200
2281	3481	2200
1152	3170	2200
517	3212	2200
1416	2610	2200
2008	3126	2200
825	3360	2200
2004	3255	2200
824	2981	2200
2335	3475	2200
260	3292	2200
528	2664	2200
1174	2755	2200
565	3105	2300
1020	3225	2300
2163	2562	2300
