mmer1	mmer2
0	163
117	166
20	156
7	170
79	167
88	190
54	180
69	152
45	168
52	147
55	159
108	135
92	192
95	140
98	131
99	139
111	183
86	150
113	158
90	187
33	138
32	160
35	183
66	148
20	171
75	186
24	193
78	177
45	169
111	161
4	158
38	191
77	153
55	179
36	185
51	176
56	194
71	136
99	147
6	177
37	160
22	148
59	133
110	191
102	157
81	165
86	164
3	162
32	188
127	183
80	153
1	149
21	132
48	145
15	192
34	144
109	169
63	155
21	178
58	189
42	161
129	131
1	184
128	162
119	192
51	142
2	155
93	142
5	169
78	185
62	156
22	157
75	132
53	163
27	182
76	141
65	171
115	188
125	147
38	184
81	145
46	164
37	165
36	168
29	141
4	133
5	174
110	158
88	142
44	161
7	180
52	144
47	173
17	174
49	188
70	187
13	190
85	160
94	186
18	177
11	154
73	135
60	164
124	159
115	193
18	139
119	185
33	181
123	137
129	181
103	161
82	165
107	145
56	184
105	162
10	188
127	193
15	175
63	193
19	190
126	158
47	137
121	174
128	192
42	136
104	130
16	130
16	130
93	157
26	170
43	187
121	176
116	134
94	146
30	134
60	133
92	131
103	173
74	172
40	189
49	153
102	149
72	167
17	153
106	194
96	135
104	142
91	154
62	171
114	189
68	139
50	147
85	140
14	150
12	141
96	154
122	154
10	166
64	138
84	178
112	138
67	144
64	166
57	175
34	187
125	190
114	168
50	175
25	146
73	182
120	140
11	148
101	186
46	151
54	166
61	180
112	185
24	139
2	167
23	171
122	130
120	173
28	141
79	160
19	156
98	172
65	182
35	137
106	151
43	146
0	182
77	177
26	149
59	180
105	134
74	135
8	134
58	176
41	152
70	194
66	163
108	181
69	178
67	138
100	143
107	145
39	157
13	132
95	136
89	136
76	168
109	151
126	133
118	131
82	173
91	194
83	146
97	191
8	179
12	159
23	178
53	172
30	176
28	170
39	162
9	163
68	165
87	151
72	169
97	132
89	152
9	144
100	159
87	175
48	191
117	143
90	164
124	174
71	143
25	189
31	156
113	172
61	143
123	155
29	137
27	149
14	179
44	183
101	179
116	148
41	167
57	152
118	170
80	184
40	186
83	155
6	181
3	140
31	150
84	150
